iter	Logloss
181	0.3910430048
182	0.3907791459
183	0.3907677985
184	0.3905643833
185	0.3903810989
186	0.3901906003
187	0.3901905933
188	0.3901757794
189	0.3900966085
190	0.3900279005
191	0.389832464
192	0.3898164382
193	0.3897183033
194	0.3896031747
195	0.3895763691
196	0.3894942564
197	0.3894408798
198	0.3893748662
199	0.3892687614
200	0.3892617505
201	0.3891551342
202	0.389085989
203	0.3888030153
204	0.3887930193
205	0.3886858898
206	0.3886780081
207	0.3885881194
208	0.3884867286
209	0.3884863268
210	0.3884027219
211	0.3882057771
212	0.3881735111
213	0.388126236
214	0.3880992738
215	0.3880818441
216	0.3880816833
217	0.3880611626
218	0.3879651787
219	0.3878239568
220	0.3877755209
221	0.3877240458
222	0.3876765737
223	0.387588969
224	0.3875732523
225	0.3874145603
226	0.3873888447
227	0.3873335379
228	0.3872674289
229	0.3870877155
230	0.3869955009
231	0.3868166426
232	0.3867369355
233	0.3865231508
234	0.3864889542
235	0.3862642088
236	0.3862194136
237	0.3860744705
238	0.3860592389
239	0.3859924798
240	0.3859631238
241	0.3858316571
242	0.3857648571
243	0.3856057046
244	0.385534653
245	0.3854975498
246	0.3853988244
247	0.3852521256
248	0.3852356335
249	0.3851748988
250	0.3850013858
251	0.3849145127
252	0.3849081733
253	0.3848349215
254	0.3848348986
255	0.3848035871
256	0.3847446455
257	0.3846618224
258	0.3845139757
259	0.3843449478
260	0.3843160003
261	0.3842522434
262	0.3842354142
263	0.384097444
264	0.3840974197
265	0.3840086875
266	0.3839738171
267	0.3839177334
268	0.3839169082
269	0.3836330165
270	0.3833923328
271	0.3833519715
272	0.3830509206
273	0.3830131578
274	0.3829707208
275	0.3828733854
276	0.3828134923
277	0.3826694501
278	0.3826077633
279	0.3825293469
280	0.3824017823
281	0.3823981861
282	0.3822041445
283	0.3821560992
284	0.3819666687
285	0.3819414184
286	0.3818967192
287	0.3818629624
288	0.3817063428
289	0.3814459166
290	0.3814114326
291	0.3812692932
292	0.3811681397
293	0.381163554
294	0.380976331
295	0.3807859633
296	0.3807859625
297	0.3806193002
298	0.3804188402
299	0.3803481449
300	0.380070149
301	0.379871843
302	0.3798335809
303	0.3796396189
304	0.3795004072
305	0.3794376481
306	0.3791493426
307	0.3790639159
308	0.3789385942
309	0.3787482526
310	0.3787028314
311	0.3786690596
312	0.378569187
313	0.3785300358
314	0.378362954
315	0.3782571976
316	0.3780614763
317	0.3779907473
318	0.3777219715
319	0.3777075919
320	0.3776714346
321	0.3776042605
322	0.377559156
323	0.3774519756
324	0.3773075417
325	0.3772542764
326	0.3771831516
327	0.3770849717
328	0.3770332562
329	0.3769938755
330	0.3768682462
331	0.3766979229
332	0.3765497733
333	0.376421809
334	0.3762742694
335	0.3761149425
336	0.3759312316
337	0.3759268197
338	0.3759115516
339	0.3757967299
340	0.3757418656
341	0.3756450683
342	0.375590685
343	0.3754633828
344	0.3754082915
345	0.375208975
346	0.3751542875
347	0.3750103547
348	0.3750047615
349	0.3748875132
350	0.3746561443
351	0.3743916381
352	0.3743485664
353	0.3742771083
354	0.3741429244
355	0.374058748
356	0.3738708801
357	0.3738373463
358	0.3736851457
359	0.3734678188
360	0.3732930709
361	0.3732500591
362	0.3731608965
363	0.3730589593
364	0.3729552529
365	0.3728684839
366	0.3727438202
367	0.3725963299
368	0.3723737795
369	0.3722618562
370	0.3719796888
371	0.3719126419
372	0.3718797957
373	0.3717414185
374	0.3717134456
375	0.3717086401
376	0.3716971082
377	0.3715326223
378	0.3713173631
379	0.3710944074
380	0.3708602258
381	0.3707649286
382	0.3706814003
383	0.3706161232
384	0.3705913878
385	0.3704269818
386	0.3703988853
387	0.3702943865
388	0.3701550093
389	0.3701541205
390	0.3700078189
391	0.3699689052
392	0.36978303
393	0.3696470826
394	0.3696463902
395	0.3694519317
396	0.3694179059
397	0.3692476898
398	0.3691833888
399	0.3690935691
400	0.3690051121
401	0.3689212167
402	0.3688498312
403	0.3687592538
404	0.3687168578
405	0.3687108604
406	0.3686515958
407	0.3684985668
408	0.3683741766
409	0.3683009447
410	0.3682809486
411	0.3681034078
412	0.367964691
413	0.367936167
414	0.367762794
415	0.3675892635
416	0.3675236988
417	0.3675213658
418	0.3673901117
419	0.3672006125
420	0.3671057255
421	0.3669435421
422	0.3668532177
423	0.3666233876
424	0.3665590144
425	0.366420788
426	0.3663103474
427	0.3662233732
428	0.3661598158
429	0.3660302426
430	0.3660033582
431	0.3658456338
432	0.3657540222
433	0.3657223606
434	0.3654777494
435	0.3653642956
436	0.3652744599
437	0.3652430871
438	0.3650580324
439	0.3650391894
440	0.3650385584
441	0.3649368612
442	0.3648574505
443	0.3648036239
444	0.3646411725
445	0.364435858
446	0.364422032
447	0.3643023686
448	0.3641805958
449	0.3640143962
450	0.3639688974
451	0.3639004015
452	0.3637606089
453	0.3636908101
454	0.3636515102
455	0.3636167301
456	0.3634523693
457	0.3634128174
458	0.3633609101
459	0.363337558
460	0.3631777424
461	0.3631438927
462	0.3630390512
463	0.3628630031
464	0.3627780657
465	0.3627263179
466	0.3627136569
467	0.3626808045
468	0.3626107404
469	0.3624742373
470	0.362382737
471	0.362366317
472	0.3621677792
473	0.3619990611
474	0.3619829938
475	0.3619799852
476	0.3619694701
477	0.361958414
478	0.3619506575
479	0.3618238344
480	0.3617213199
481	0.3615280166
482	0.3614259607
483	0.3614091811
484	0.3612322002
485	0.3610834986
486	0.3610706823
487	0.3610256207
488	0.3609588442
489	0.3608740064
490	0.3606287378
491	0.3606104161
492	0.3605750876
493	0.3604361587
494	0.3602144171
495	0.3601534306
496	0.3600392789
497	0.3599268655
498	0.3598893722
499	0.3598689443
500	0.359652627
501	0.3594628263
502	0.3593964804
503	0.3592351149
504	0.3592043434
505	0.3591049355
506	0.3589768919
507	0.3589708467
508	0.3588733157
509	0.3588585406
510	0.3588228644
511	0.3587441364
512	0.35869699
513	0.3585936242
514	0.3585794625
515	0.3585644274
516	0.3585225932
517	0.3584727431
518	0.3583755482
519	0.3581763347
520	0.3581761316
521	0.3581128013
522	0.3580734068
523	0.3579207743
524	0.3577188048
525	0.3576817453
526	0.3575740054
527	0.357544694
528	0.3573715854
529	0.3572197
530	0.357075476
531	0.3568853003
532	0.3567562382
533	0.3566963551
534	0.3565577632
535	0.3564881364
536	0.3562907015
537	0.3562247024
538	0.3560961826
539	0.355918459
540	0.3557648097
541	0.355649375
542	0.3555865717
543	0.3554963536
544	0.3552983527
545	0.3552278295
546	0.3551256183
547	0.355053335
548	0.3549783006
549	0.3548543773
550	0.3547764295
551	0.3546543071
552	0.3546307188
553	0.3544332371
554	0.3542877021
555	0.3542033557
556	0.354193483
557	0.3541431164
558	0.354045539
559	0.3539808777
560	0.3538467906
561	0.3536854847
562	0.3536076881
563	0.3535979205
564	0.3534547635
565	0.3533972166
566	0.3533177549
567	0.3531547093
568	0.3530874703
569	0.3529061907
570	0.3527824616
571	0.3524666604
572	0.3523769683
573	0.3522353127
574	0.3522249202
575	0.352207242
576	0.3520257702
577	0.3518928013
578	0.3517149144
579	0.351679284
580	0.351606934
581	0.3515456415
582	0.3515110422
583	0.3514844263
584	0.3514426019
585	0.3512569983
586	0.3512247425
587	0.3511262389
588	0.3510433538
589	0.3510274859
590	0.3509445062
591	0.3508418308
592	0.3508284094
593	0.3507136963
594	0.3505946716
595	0.3503685755
596	0.3503107448
597	0.3502707379
598	0.3501740815
599	0.3501054232
600	0.3499808038
601	0.3498896035
602	0.3496938447
603	0.3496481172
604	0.3495967773
605	0.3495223874
606	0.3494983774
607	0.34943645
608	0.3493155468
609	0.3492099652
610	0.3491053921
611	0.3489883278
612	0.3489197596
613	0.3489143533
614	0.3488656885
615	0.3488083471
616	0.3486433975
617	0.3484774178
618	0.348418326
619	0.3483080563
620	0.3483070558
621	0.348254159
622	0.34824692
623	0.3482469116
624	0.3480702949
625	0.3479078146
626	0.3478527073
627	0.3478245922
628	0.3477366381
629	0.3476221811
630	0.3476161718
631	0.3475527435
632	0.3475470164
633	0.3474496389
634	0.347333822
635	0.3470894083
636	0.3469431163
637	0.3468709587
638	0.3467969726
639	0.3467729547
640	0.3467023296
641	0.3465750368
642	0.3464511575
643	0.3463853988
644	0.3463726287
645	0.346363428
646	0.3462991873
647	0.346267577
648	0.3461712242
649	0.3460663621
650	0.3459317485
651	0.3457653321
652	0.3456300555
653	0.3455909221
654	0.3454036234
655	0.3452832379
656	0.3452230531
657	0.3451488291
658	0.3451372523
659	0.3450110941
660	0.3449106502
661	0.3448536969
662	0.3447989413
663	0.3445811163
664	0.344557534
665	0.3444593876
666	0.3443292299
667	0.3441745387
668	0.344033792
669	0.3439748641
670	0.3438956523
671	0.3437697467
672	0.3437618111
673	0.3437365815
674	0.3436329224
675	0.3436292723
676	0.3435708181
677	0.3434604795
678	0.3433449883
679	0.3433078185
680	0.3432208154
681	0.3430087298
682	0.3429470986
683	0.3429454915
684	0.34289921
685	0.3428171529
686	0.3426918161
687	0.3426496973
688	0.3425546589
689	0.3425499736
690	0.3424769701
691	0.342418576
692	0.3423144816
693	0.3421708917
694	0.3420736704
695	0.3420596735
696	0.341986139
697	0.3417776735
698	0.3417403485
699	0.3415770516
700	0.3415493915
701	0.3414732964
702	0.3412951294
703	0.3412876271
704	0.3411221373
705	0.3410862926
706	0.341026149
707	0.3409633936
708	0.3408486846
709	0.3407354574
710	0.3406733416
711	0.3406037968
712	0.3405806294
713	0.340453219
714	0.3403988884
715	0.3403626089
716	0.3403155081
717	0.3402771696
718	0.340113825
719	0.3400453627
720	0.3398718131
721	0.3398321629
722	0.3397136038
723	0.3396709
724	0.3395175207
725	0.3394312604
726	0.3393869756
727	0.3392725119
728	0.3392510882
729	0.3391259407
730	0.3390830472
731	0.3390767023
732	0.3389529491
733	0.3388273274
734	0.3387900453
735	0.3387190296
736	0.3387055188
737	0.3386809162
738	0.3386678697
739	0.3386339872
740	0.3385364583
741	0.3384311524
742	0.3382525952
743	0.3381904387
744	0.3381462451
745	0.3381420314
746	0.3380943472
747	0.3379961931
748	0.3379921731
749	0.3379424109
750	0.3378258934
751	0.3377149138
752	0.337614158
753	0.3375782882
754	0.3374859523
755	0.3374052565
756	0.3373945839
757	0.3373899613
758	0.3372743289
759	0.3371765791
760	0.3370707128
761	0.3368686089
762	0.3367914754
763	0.3366837933
764	0.3365812363
765	0.3365162485
766	0.3363970991
767	0.336248666
768	0.3361718703
769	0.3360204904
770	0.3360011744
771	0.3358862226
772	0.3357290754
773	0.3356590975
774	0.335640735
775	0.3355246806
776	0.3354886018
777	0.33532028
778	0.3352758055
779	0.335197897
780	0.3350365672
781	0.3349915337
782	0.3348896381
783	0.3347890334
784	0.3347109956
785	0.3345284936
786	0.3345051374
787	0.3344679425
788	0.3343251615
789	0.3343087563
790	0.3341726632
791	0.3340133811
792	0.3339738393
793	0.3338101771
794	0.3338067307
795	0.3337288767
796	0.3335811049
797	0.3334126003
798	0.3333329649
799	0.3332267473
800	0.3331721699
801	0.3331535823
802	0.33306903
803	0.3329512967
804	0.3328917242
805	0.3327032552
806	0.3325847091
807	0.3325798513
808	0.3324437035
809	0.332335587
810	0.3322637589
811	0.3321159515
812	0.3320813094
813	0.3319996985
814	0.3318794682
815	0.3318747829
816	0.3317733769
817	0.3316431886
818	0.3315601963
819	0.3314576824
820	0.3314356651
821	0.331339605
822	0.331272414
823	0.3311446137
824	0.3310962559
825	0.3309893169
826	0.3309892927
827	0.3309197505
828	0.3307427512
829	0.3306102125
830	0.3305562451
831	0.3305225714
832	0.3304457223
833	0.3303962126
834	0.330212467
835	0.3301062078
836	0.3299910672
837	0.3299132159
838	0.3297794403
839	0.3297324736
840	0.3295968919
841	0.3294768502
842	0.3294338594
843	0.3294327327
844	0.3292776679
845	0.3291654099
846	0.3290966251
847	0.3290143297
848	0.3289308378
849	0.3288597442
850	0.3288398486
851	0.3287667513
852	0.3286649217
853	0.3285551578
854	0.3284865381
855	0.3284042347
856	0.3283519831
857	0.3283250883
858	0.3281571608
859	0.3280524992
860	0.3279599217
861	0.3277852046
862	0.3276991723
863	0.32765053
864	0.3276456617
865	0.3275561185
866	0.3275225161
867	0.3274907003
868	0.3273875845
869	0.3272814746
870	0.3272385105
871	0.3271683086
872	0.3270952346
873	0.327069313
874	0.3269667558
875	0.3268138902
876	0.3268065612
877	0.3267448227
878	0.3267447967
879	0.3266646929
880	0.326557278
881	0.3265055634
882	0.3264238933
883	0.3263110251
884	0.3263040798
885	0.3262723801
886	0.3261568928
887	0.3261357939
888	0.326101556
889	0.3260349961
890	0.3258231218
891	0.3256615971
892	0.3255299495
893	0.3254926393
894	0.3254421733
895	0.3253433186
896	0.3253421105
897	0.3252712103
898	0.3252169407
899	0.3251348074
900	0.3250581668
901	0.3249854648
902	0.3249793078
903	0.3248318806
904	0.3246682052
905	0.324661954
906	0.3245949256
907	0.32454145
908	0.3244463466
909	0.3242558691
910	0.3241539729
911	0.3240281878
912	0.3239442501
913	0.3239286292
914	0.3238639996
915	0.3238018366
916	0.3236864609
917	0.3236373609
918	0.3234916405
919	0.3233564605
920	0.3233505872
921	0.323219422
922	0.3231651852
923	0.3230703896
924	0.3230061079
925	0.3229776138
926	0.3228713624
927	0.3227852913
928	0.3227490382
929	0.3227028704
930	0.3225734223
931	0.3224647786
932	0.3223628369
933	0.3223206088
934	0.3222420517
935	0.3221652259
936	0.3220962389
937	0.3220346399
938	0.3219556672
939	0.3219123049
940	0.3217704826
941	0.3216934287
942	0.3216594974
943	0.32156503
944	0.3214786047
945	0.321430436
946	0.3214292715
947	0.321270325
948	0.3211663998
949	0.3211092814
950	0.3209722915
951	0.3208758352
952	0.3207861735
953	0.320686878
954	0.320678817
955	0.3206320695
956	0.3206034329
957	0.3205545749
958	0.3205049399
959	0.3204041838
960	0.3202903154
961	0.3202265848
962	0.3201471274
963	0.3201181197
964	0.3200715484
965	0.3200445187
966	0.3200023667
967	0.3199359399
968	0.3199117612
969	0.3198539519
970	0.3197392669
971	0.3196172609
972	0.3195474508
973	0.3194630298
974	0.3194017396
975	0.3192066081
976	0.3192027677
977	0.3190831527
978	0.3189957397
979	0.318892494
980	0.3188507077
981	0.3188194315
982	0.3187596466
983	0.3187463799
984	0.3186798067
985	0.3186357109
986	0.3185339
987	0.3184609342
988	0.318407599
989	0.3183618444
990	0.3183274884
991	0.318184587
992	0.3181128462
993	0.3179717305
994	0.3178511895
995	0.3177944761
996	0.317667115
997	0.317661262
998	0.3175367733
999	0.3174033073
